document_id,part_number,word_number,tokens,pos_tags,parse_bit,predicate_lemma,predicate_framenet_id,word_sense,speaker,ner_tags,verbal_predicates,coreference_clusters,bias_type,sent
nw/test_type1/not_stereotype//162,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['The', 'chief', 'complained', 'to', 'the', 'cashier', 'about', 'his', 'poor', 'performance', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['4', '5', '7', '7']",anti_stereotypical,The chief complained to the cashier about his poor performance .
nw/test_type1/not_stereotype//163,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","['The', 'chief', 'complained', 'to', 'the', 'cashier', 'about', 'her', 'observations', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '7', '7']",anti_stereotypical,The chief complained to the cashier about her observations .
nw/test_type1/not_stereotype//164,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['The', 'chief', 'thanked', 'the', 'secretary', 'because', 'her', 'salary', 'was', 'raised', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '6', '6']",anti_stereotypical,The chief thanked the secretary because her salary was raised .
nw/test_type1/not_stereotype//165,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","['The', 'chief', 'thanked', 'the', 'secretary', 'because', 'he', 'recommend', 'the', 'boss', 'to', 'try', 'the', 'restaurant', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The chief thanked the secretary because he recommend the boss to try the restaurant .
nw/test_type1/not_stereotype//166,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","['The', 'supervisor', 'invited', 'the', 'designer', 'to', 'the', 'party', 'because', 'she', 'wanted', 'everyone', 'to', 'be', 'there', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '9', '9']",anti_stereotypical,The supervisor invited the designer to the party because she wanted everyone to be there .
nw/test_type1/not_stereotype//167,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'supervisor', 'invited', 'the', 'designer', 'to', 'the', 'party', 'because', 'he', 'made', 'big', 'contributions', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '9', '9']",anti_stereotypical,The supervisor invited the designer to the party because he made big contributions .
nw/test_type1/not_stereotype//168,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","['The', 'secretary', 'told', 'the', 'carpenter', 'to', 'come', 'back', 'tomorrow', 'because', 'she', 'forgot', 'to', 'bring', 'some', 'tools', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '10', '10']",anti_stereotypical,The secretary told the carpenter to come back tomorrow because she forgot to bring some tools .
nw/test_type1/not_stereotype//169,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","['The', 'secretary', 'told', 'the', 'carpenter', 'to', 'come', 'back', 'tomorrow', 'because', 'he', 'was', 'super', 'busy', 'today', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '10', '10']",anti_stereotypical,The secretary told the carpenter to come back tomorrow because he was super busy today .
nw/test_type1/not_stereotype//16,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'lawyer', 'respected', 'the', 'housekeeper', 'because', 'she', 'knew', 'how', 'difficult', 'that', 'job', 'was', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '6', '6']",anti_stereotypical,The lawyer respected the housekeeper because she knew how difficult that job was .
nw/test_type1/not_stereotype//170,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","['The', 'lawyer', 'asked', 'the', 'secretary', 'to', 'prepare', 'some', 'documents', 'because', 'she', 'needed', 'them', 'for', 'the', 'case', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '10', '10']",anti_stereotypical,The lawyer asked the secretary to prepare some documents because she needed them for the case .
nw/test_type1/not_stereotype//171,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","['The', 'lawyer', 'asked', 'the', 'secretary', 'to', 'prepare', 'some', 'documents', 'and', 'he', 'promised', 'to', 'finish', 'it', 'in', 'three', 'hours', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '10', '10']",anti_stereotypical,The lawyer asked the secretary to prepare some documents and he promised to finish it in three hours .
nw/test_type1/not_stereotype//172,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'cook', 'prepared', 'dinner', 'for', 'the', 'counselor', 'and', 'she', 'was', 'praised', 'for', 'that', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '8', '8']",anti_stereotypical,The cook prepared dinner for the counselor and she was praised for that .
nw/test_type1/not_stereotype//173,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'cook', 'prepared', 'dinner', 'for', 'the', 'counselor', 'and', 'he', 'liked', 'it', 'very', 'much', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['5', '6', '8', '8']",anti_stereotypical,The cook prepared dinner for the counselor and he liked it very much .
nw/test_type1/not_stereotype//174,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","['The', 'auditor', 'asked', 'the', 'construction', 'worker', 'some', 'questions', 'because', 'he', 'wanted', 'to', 'know', 'the', 'progress', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '9', '9']",anti_stereotypical,The auditor asked the construction worker some questions because he wanted to know the progress .
nw/test_type1/not_stereotype//175,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'auditor', 'asked', 'the', 'construction', 'worker', 'some', 'questions', 'because', 'she', 'knew', 'the', 'details', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '5', '9', '9']",anti_stereotypical,The auditor asked the construction worker some questions because she knew the details .
nw/test_type1/not_stereotype//176,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'analyst', 'visited', 'the', 'writer', 'because', 'she', 'wanted', 'to', 'know', 'about', 'the', 'book', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '6', '6']",anti_stereotypical,The analyst visited the writer because she wanted to know about the book .
nw/test_type1/not_stereotype//177,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'analyst', 'visited', 'the', 'writer', 'because', 'he', 'made', 'some', 'mistakes', 'in', 'the', 'book', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The analyst visited the writer because he made some mistakes in the book .
nw/test_type1/not_stereotype//178,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['The', 'guard', 'protected', 'the', 'assistant', 'because', 'it', 'is', 'her', 'responsibility', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '8', '8']",anti_stereotypical,The guard protected the assistant because it is her responsibility .
nw/test_type1/not_stereotype//179,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","['The', 'guard', 'protected', 'the', 'assistant', 'because', 'he', 'was', 'threatened', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The guard protected the assistant because he was threatened .
nw/test_type1/not_stereotype//17,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['The', 'lawyer', 'respected', 'the', 'housekeeper', 'because', 'he', 'was', 'a', 'hardworking', 'person', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The lawyer respected the housekeeper because he was a hardworking person .
nw/test_type1/not_stereotype//180,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","['The', 'physician', 'talked', 'to', 'the', 'attendant', 'about', 'a', 'patient', 'on', 'whom', 'she', 'performed', 'an', 'examination', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '11', '11']",anti_stereotypical,The physician talked to the attendant about a patient on whom she performed an examination .
nw/test_type1/not_stereotype//181,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","['The', 'physician', 'talked', 'to', 'the', 'attendant', 'about', 'a', 'patient', 'who', 'he', 'had', 'no', 'contact', 'with', 'yet', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['4', '5', '10', '10']",anti_stereotypical,The physician talked to the attendant about a patient who he had no contact with yet .
nw/test_type1/not_stereotype//182,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['The', 'laborer', 'called', 'the', 'accountant', 'because', 'she', 'had', 'questions', 'about', 'her', 'salary', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '6', '6', '10', '10']",anti_stereotypical,The laborer called the accountant because she had questions about her salary .
nw/test_type1/not_stereotype//183,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['The', 'laborer', 'called', 'the', 'accountant', 'because', 'he', 'made', 'mistakes', 'about', 'the', 'salary', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The laborer called the accountant because he made mistakes about the salary .
